LINE, REF, QTY, EPCCS TYP,EPCCS PN,MFG@PN, DESCRIPTION, NOTES, COST EA, LINE COST,BIN
,,,,,,CCsm Board,,,TOTAL,
,,,,,,8/11/20 (20223^0),,,=SUM(J5:J100),
,,,,,,,,,,
1,,=1/3,BOARD,OSHPARK,,PCB 2 LAYER ENIG 3 COPY,(),0.85,=C5*I5,SHOP
,,,,,,,,,,
,,,,,,NOTES,,,,

