LINE, REF, QTY, EPCCS TYP,EPCCS PN,MFG@PN, DESCRIPTION, NOTES, COST EA, LINE COST,BIN
,,,,,,USBuart Board,,,TOTAL,
,,,,,,3/11/18 (18066^0),,,=SUM(J5:J100),
,,,,,,,,,,
1,,=1/3,BOARD,OSHPARK,,PCB 2 LAYER ENIG 3 COPY,(),6.55,=C5*I5,FTDI
,,,,,,,,,,
,,,,,,NOTES,,,,

